Date,Temp,Plate,WellNum,DarkSlope,LightSlope,Respiration,GrossPhoto,NetPhoto
21-Jan-20,30,564,B121,0.3199,0.4013,0.0397,0.09865,0.05895
21-Jan-20,30,564,B122,0.276,0.3879,-0.0042,0.08525,0.08945
21-Jan-20,30,564,B123,0.3288,0.3482,0.0486,0.04555,-0.00305
21-Jan-20,30,564,B124,0.2879,0.431,0.0077,0.12835,0.12065
21-Jan-20,30,564,B125,0.3115,0.3578,0.0313,0.05515,0.02385
21-Jan-20,30,564,B126,0.3415,0.3494,0.0613,0.04675,-0.01455
21-Jan-20,30,564,B127,0.3068,0.2498,0.0266,-0.05285,-0.07945
21-Jan-20,30,564,B128,0.2967,0.2942,0.0165,-0.00845,-0.02495
21-Jan-20,30,564,B129,0.2785,0.2753,-0.0017,-0.02735,-0.02565
21-Jan-20,30,564,B130,0.2054,0.2916,-0.0748,-0.01105,0.06375
21-Jan-20,30,564,B131,0.2011,0.1275,-0.0791,-0.17515,-0.09605
21-Jan-20,30,564,B132,0.2083,0.1178,-0.0719,-0.18485,-0.11295
21-Jan-20,30,565,B133,0.4238,0.6246,-0.085025,0.091233333,0.176258333
21-Jan-20,30,565,B134,0.4661,0.6192,-0.042725,0.085833333,0.128558333
21-Jan-20,30,565,B135,0.5414,0.5196,0.032575,-0.013766667,-0.046341667
21-Jan-20,30,565,B136,0.5497,0.5925,0.040875,0.059133333,0.018258333
21-Jan-20,30,565,B137,0.5701,0.506,0.061275,-0.027366667,-0.088641667
21-Jan-20,30,565,B138,0.5416,0.5537,0.032775,0.020333333,-0.012441667
21-Jan-20,30,565,B139,0.6005,0.4937,0.091675,-0.039666667,-0.131341667
21-Jan-20,30,565,B140,0.5645,0.5337,0.055675,0.000333333,-0.055341667
21-Jan-20,30,565,B141,0.5358,0.4813,0.026975,-0.052066667,-0.079041667
21-Jan-20,30,565,B142,0.5173,0.5584,0.008475,0.025033333,0.016558333
21-Jan-20,30,565,B143,0.4235,0.4671,-0.085325,-0.066266667,0.019058333
21-Jan-20,30,565,B144,0.3716,0.4506,-0.137225,-0.082766667,0.054458333
21-Jan-20,32,556,B145,0.3554,0.621,-0.026466667,0.043108333,0.069575
21-Jan-20,32,556,B146,0.3472,0.6001,-0.034666667,0.022208333,0.056875
21-Jan-20,32,556,B147,0.4524,0.6365,0.070533333,0.058608333,-0.011925
21-Jan-20,32,556,B148,0.3726,0.5976,-0.009266667,0.019708333,0.028975
21-Jan-20,32,556,B149,0.4093,0.6096,0.027433333,0.031708333,0.004275
21-Jan-20,32,556,B150,0.3697,0.5448,-0.012166667,-0.033091667,-0.020925
21-Jan-20,32,556,B151,0.3845,0.5506,0.002633333,-0.027291667,-0.029925
21-Jan-20,32,556,B152,0.4019,0.5542,0.020033333,-0.023691667,-0.043725
21-Jan-20,32,556,B153,0.3829,0.5641,0.001033333,-0.013791667,-0.014825
21-Jan-20,32,556,B154,0.3144,0.5472,-0.067466667,-0.030691667,0.036775
21-Jan-20,32,556,B155,0.3608,0.5478,-0.021066667,-0.030091667,-0.009025
21-Jan-20,32,556,B156,0.4313,0.5612,0.049433333,-0.016691667,-0.066125
21-Jan-20,32,564,B157,0.4183,0.6545,-0.032583333,0.032341667,0.064925
21-Jan-20,32,564,B158,0.4114,0.6804,-0.039483333,0.058241667,0.097725
21-Jan-20,32,564,B159,0.4789,0.6524,0.028016667,0.030241667,0.002225
21-Jan-20,32,564,B160,0.449,0.6296,-0.001883333,0.007441667,0.009325
21-Jan-20,32,564,B161,0.4844,0.6072,0.033516667,-0.014958333,-0.048475
21-Jan-20,32,564,B162,0.4672,0.6169,0.016316667,-0.005258333,-0.021575
21-Jan-20,32,564,B163,0.457,0.5816,0.006116667,-0.040558333,-0.046675
21-Jan-20,32,564,B164,0.4662,0.5971,0.015316667,-0.025058333,-0.040375
21-Jan-20,32,564,B165,0.4799,0.6197,0.029016667,-0.002458333,-0.031475
21-Jan-20,32,564,B166,0.4654,0.6292,0.014516667,0.007041667,-0.007475
21-Jan-20,32,564,B167,0.394,0.5992,-0.056883333,-0.022958333,0.033925
21-Jan-20,32,564,B168,0.4389,0.5981,-0.011983333,-0.024058333,-0.012075
21-Jan-20,32,565,B169,0.5495,0.5021,-0.021233333,-0.10265,-0.081416667
21-Jan-20,32,565,B170,0.5311,0.6484,-0.039633333,0.04365,0.083283333
21-Jan-20,32,565,B171,0.5598,0.5762,-0.010933333,-0.02855,-0.017616667
21-Jan-20,32,565,B172,0.6114,0.6667,0.040666667,0.06195,0.021283333
21-Jan-20,32,565,B173,0.5996,0.6158,0.028866667,0.01105,-0.017816667
21-Jan-20,32,565,B174,0.5539,0.6328,-0.016833333,0.02805,0.044883333
21-Jan-20,32,565,B175,0.6044,0.6186,0.033666667,0.01385,-0.019816667
21-Jan-20,32,565,B176,0.6089,0.6146,0.038166667,0.00985,-0.028316667
21-Jan-20,32,565,B177,0.5886,0.6114,0.017866667,0.00665,-0.011216667
21-Jan-20,32,565,B178,0.5942,0.6576,0.023466667,0.05285,0.029383333
21-Jan-20,32,565,B179,0.5081,0.5605,-0.062633333,-0.04425,0.018383333
21-Jan-20,32,565,B180,0.5393,0.5523,-0.031433333,-0.05245,-0.021016667
22-Jan-20,32,556,B181,0.1204,0.4086,-0.142233333,-0.004125,0.138108333
22-Jan-20,32,556,B182,0.2366,0.4025,-0.026033333,-0.010225,0.015808333
22-Jan-20,32,556,B183,0.2479,0.4286,-0.014733333,0.015875,0.030608333
22-Jan-20,32,556,B184,0.2867,0.4368,0.024066667,0.024075,8.33333E-06
22-Jan-20,32,556,B185,0.3058,0.449,0.043166667,0.036275,-0.006891667
22-Jan-20,32,556,B186,0.3162,0.408,0.053566667,-0.004725,-0.058291667
22-Jan-20,32,556,B187,0.3229,0.4484,0.060266667,0.035675,-0.024591667
22-Jan-20,32,556,B188,0.3269,0.4217,0.064266667,0.008975,-0.055291667
22-Jan-20,32,556,B189,0.2819,0.4049,0.019266667,-0.007825,-0.027091667
22-Jan-20,32,556,B190,0.2933,0.3976,0.030666667,-0.015125,-0.045791667
22-Jan-20,32,556,B191,0.2061,0.3699,-0.056533333,-0.042825,0.013708333
22-Jan-20,32,556,B192,0.2069,0.3767,-0.055733333,-0.036025,0.019708333
22-Jan-20,32,564,B193,0.3116,0.1034,-0.071391667,-0.248216667,-0.176825
22-Jan-20,32,564,B194,0.3325,0.3992,-0.050491667,0.047583333,0.098075
22-Jan-20,32,564,B195,0.4136,0.3985,0.030608333,0.046883333,0.016275
22-Jan-20,32,564,B196,0.419,0.4367,0.036008333,0.085083333,0.049075
22-Jan-20,32,564,B197,0.416,0.3681,0.033008333,0.016483333,-0.016525
22-Jan-20,32,564,B198,0.4012,0.3713,0.018208333,0.019683333,0.001475
22-Jan-20,32,564,B199,0.4118,0.3741,0.028808333,0.022483333,-0.006325
22-Jan-20,32,564,B200,0.419,0.4325,0.036008333,0.080883333,0.044875
22-Jan-20,32,564,B201,0.3919,0.3521,0.008908333,0.000483333,-0.008425
22-Jan-20,32,564,B202,0.3983,0.3878,0.015308333,0.036183333,0.020875
22-Jan-20,32,564,B203,0.3492,0.3037,-0.033791667,-0.047916667,-0.014125
22-Jan-20,32,564,B204,0.3318,0.292,-0.051191667,-0.059616667,-0.008425
22-Jan-20,32,565,B205,0.4378,0.4137,-0.057625,-0.083766667,-0.026141667
22-Jan-20,32,565,B206,0.4663,0.5302,-0.029125,0.032733333,0.061858333
22-Jan-20,32,565,B207,0.5276,0.517,0.032175,0.019533333,-0.012641667
22-Jan-20,32,565,B208,0.5081,0.5382,0.012675,0.040733333,0.028058333
22-Jan-20,32,565,B209,0.5806,0.5646,0.085175,0.067133333,-0.018041667
22-Jan-20,32,565,B210,0.5033,0.4984,0.007875,0.000933333,-0.006941667
22-Jan-20,32,565,B211,0.5481,0.5182,0.052675,0.020733333,-0.031941667
22-Jan-20,32,565,B212,0.5332,0.5309,0.037775,0.033433333,-0.004341667
22-Jan-20,32,565,B213,0.4909,0.4821,-0.004525,-0.015366667,-0.010841667
22-Jan-20,32,565,B214,0.5031,0.4912,0.007675,-0.006266667,-0.013941667
22-Jan-20,32,565,B215,0.4443,0.4552,-0.051125,-0.042266667,0.008858333
22-Jan-20,32,565,B216,0.4018,0.4299,-0.093625,-0.067566667,0.026058333
